65,52,86,44,84,89,59,88,50,19,50,87,92,32,20
99,74,35,96,4,12,74,52,51,3,72,92,40,53,61
41,33,74,6,100,19,1,98,72,78,54,10,20,18,69
45,43,15,56,79,95,89,37,96,69,23,62,38,31,85
20,70,19,69,18,51,43,74,100,79,74,68,28,63,97
10,45,9,72,42,67,75,73,79,59,15,79,11,74,89
51,13,62,19,49,29,33,86,14,71,7,21,45,22,50
13,51,92,54,47,48,80,25,24,77,13,20,55,66,41
15,40,6,59,27,22,98,69,90,58,37,47,19,10,47
8,83,38,51,15,46,91,39,17,36,66,69,79,57,54
36,20,79,92,40,91,46,94,37,89,9,74,34,40,65
70,89,96,47,62,5,76,15,98,81,22,70,82,2,26
69,10,26,18,10,60,93,64,91,98,30,16,50,35,48
