20,1,53,54,46,72,37,66,49,66,80,12,24,74,97
57,5,48,87,19,38,8,46,8,74,89,90,40,56,61
58,4,76,96,41,46,45,35,41,23,54,41,76,88,60
44,100,57,39,75,88,12,89,30,73,15,38,94,71,38
48,29,10,37,36,57,86,27,82,58,1,30,69,31,25
52,8,38,2,6,71,92,47,96,19,97,51,63,26,99
42,98,21,95,72,81,62,19,64,1,6,99,46,46,3
30,28,94,19,67,3,34,77,51,91,3,14,12,68,58
72,41,68,6,80,79,83,42,83,50,88,32,50,22,50
79,33,41,88,48,10,16,74,70,11,74,24,18,89,93
13,62,78,10,50,65,17,24,74,55,13,87,72,84,46
65,94,75,94,70,54,49,10,85,82,82,65,19,6,62
10,27,18,59,30,69,81,79,46,69,19,9,7,43,13
