20,43,80,64,75,95,52,62,33,52,54,62,47,53,2
8,15,21,77,95,7,54,7,13,86,22,38,48,13,65
55,86,86,37,44,66,70,46,46,56,62,37,58,99,25
69,74,99,27,45,18,41,43,95,95,10,10,29,11,30
78,33,9,9,88,16,7,91,49,3,77,79,26,21,3
72,16,69,82,21,24,1,96,23,78,45,70,93,12,52
95,32,26,55,73,46,62,83,84,75,90,18,50,94,4
75,95,94,40,81,27,61,36,9,70,59,80,70,20,98
88,53,53,71,46,28,57,24,55,96,18,35,17,41,13
7,34,37,85,15,3,92,54,51,89,70,45,40,62,36
15,77,92,19,40,4,4,31,24,39,27,96,8,60,96
22,97,18,34,6,32,21,63,77,68,69,5,2,2,87
2,92,88,53,4,100,36,76,14,77,37,42,67,10,70
