17,35,50,48,4,3,94,52,80,54,70,77,79,36,48
80,73,24,83,22,9,44,66,33,70,76,23,13,20,12
29,67,95,4,54,90,80,49,32,92,33,45,76,28,83
4,39,87,16,47,55,11,87,8,65,61,96,30,27,98
9,87,91,31,90,27,27,26,48,98,80,100,64,52,38
64,17,18,20,52,24,33,35,64,42,21,22,81,86,67
47,82,89,33,70,18,93,60,24,69,59,90,69,72,51
26,49,70,91,56,54,91,10,78,53,32,38,39,25,5
44,34,4,34,84,52,41,95,31,99,22,81,75,62,32
97,46,96,79,29,19,2,79,46,71,54,82,74,50,6
37,59,63,87,20,14,38,63,57,38,20,11,58,24,22
23,43,14,37,7,85,88,27,4,33,68,58,31,89,43
88,57,2,43,40,17,98,24,98,73,15,98,27,1,97
