96,9,70,20,60,72,45,35,62,24,9,33,73,86,86
22,22,79,92,71,24,20,80,61,72,86,53,98,36,58
88,97,55,78,55,8,3,3,99,60,11,46,46,84,71
77,39,90,49,8,26,33,76,54,33,21,70,97,89,82
53,96,44,25,31,17,67,91,78,7,74,5,9,40,70
28,79,51,96,69,9,25,32,43,8,13,74,22,66,83
24,20,39,7,77,93,29,2,75,22,27,75,60,75,37
72,38,24,69,2,95,37,14,48,1,65,17,12,55,94
80,7,97,39,30,57,63,22,80,42,64,72,40,97,72
68,2,61,17,35,81,56,48,23,25,70,36,91,19,43
86,84,87,59,20,3,24,77,40,82,50,40,33,47,91
6,78,10,37,4,85,48,34,2,43,48,66,52,79,16
82,69,69,97,18,68,46,68,41,9,100,9,35,15,40
