22,27,97,5,96,28,70,80,53,72,1,96,54,84,75
76,24,98,6,62,15,49,68,69,77,94,78,92,21,95
39,41,51,50,78,96,97,4,13,70,86,36,50,15,55
5,99,16,71,8,79,93,24,51,43,75,8,85,97,62
13,18,45,51,67,44,48,19,87,37,61,72,9,22,46
15,59,31,69,65,5,13,63,70,25,82,58,75,4,23
88,83,40,26,10,37,46,75,7,83,81,54,78,12,50
69,48,62,56,3,42,95,37,54,1,15,63,70,91,37
14,97,94,13,55,92,25,98,57,24,89,20,42,13,94
34,98,35,78,40,53,19,46,96,55,29,75,52,19,66
11,84,85,22,94,22,5,51,32,50,30,5,94,33,96
62,95,55,85,99,95,60,90,24,38,2,73,100,10,22
3,10,74,17,47,81,83,96,64,62,53,10,25,25,8
