48,74,62,75,40,3,2,54,69,37,36,43,32,68,31
14,20,98,56,7,47,97,7,50,58,4,9,48,27,35
37,27,86,35,94,88,78,64,53,50,74,13,15,94,94
38,16,54,68,98,6,84,60,81,95,44,18,57,89,15
75,3,48,70,49,92,79,22,11,40,1,86,39,26,57
66,98,2,96,33,16,67,82,36,60,45,58,76,77,50
98,4,20,53,31,8,76,83,21,20,32,84,84,19,9
58,5,76,84,32,19,93,52,46,35,22,65,78,53,61
10,39,100,71,67,87,15,91,42,80,77,73,83,99,97
1,40,10,80,44,14,94,13,92,59,39,29,72,34,24
95,72,58,17,25,76,74,57,30,44,72,4,75,90,62
29,56,71,7,66,85,83,31,79,10,55,22,36,12,98
27,57,11,24,51,39,28,63,22,41,19,100,35,9,23
