79,10,54,69,77,65,38,8,34,23,18,70,19,18,55
25,68,38,36,9,89,43,57,45,96,89,64,89,86,95
93,74,6,62,67,99,39,66,1,45,7,5,10,29,10
13,54,92,92,56,75,10,44,82,28,63,88,50,100,1
60,63,99,86,35,74,83,42,63,41,78,53,18,19,85
58,92,66,77,79,95,55,74,24,79,98,79,72,70,17
40,43,33,26,49,27,17,94,37,81,86,1,24,54,19
15,32,50,58,81,52,15,87,38,51,39,76,48,66,31
48,52,75,18,2,90,82,70,46,38,66,17,97,77,39
7,75,87,40,24,23,28,59,86,97,11,13,14,98,4
92,55,74,20,16,30,77,55,97,84,23,7,80,91,74
3,77,21,76,47,28,73,45,12,93,70,16,21,63,82
1,7,46,17,74,61,95,22,78,39,71,23,25,7,16
