8,74,25,75,12,72,40,33,47,33,35,70,9,92,38
9,25,93,86,55,67,74,40,95,25,74,59,15,69,78
13,2,62,18,2,66,47,16,66,56,78,49,24,95,3
66,22,32,92,72,91,58,47,63,2,81,50,76,7,9
6,77,40,34,3,50,79,29,2,97,90,7,10,30,54
78,24,3,46,7,33,92,57,97,58,96,61,3,2,28
64,18,70,37,96,53,46,46,1,32,23,3,20,40,45
98,78,71,82,10,27,2,39,3,98,40,24,17,66,18
25,10,73,42,58,21,43,5,72,22,26,51,31,46,59
85,87,68,78,44,70,100,79,32,65,4,32,92,77,48
60,98,41,58,99,28,9,62,79,80,83,79,75,3,14
89,96,50,47,84,77,94,11,85,62,32,97,19,43,22
43,47,88,52,59,32,33,28,46,9,75,78,85,36,95
