10,79,38,80,98,29,22,80,86,42,52,66,95,99,17
32,64,70,71,56,73,23,67,24,30,13,62,2,70,84
20,10,73,91,53,63,77,16,17,10,39,82,33,76,15
67,40,100,68,44,24,86,37,57,34,3,87,21,71,4
52,28,98,22,48,39,1,76,25,82,59,43,63,1,24
71,41,62,16,90,89,96,60,97,50,44,19,55,20,20
9,45,93,100,7,47,19,40,85,85,67,92,40,8,22
57,74,95,1,94,57,93,18,26,72,69,38,81,51,60
18,87,56,9,45,3,12,29,33,63,64,88,90,24,49
36,23,59,61,65,33,60,5,77,17,27,90,44,31,50
43,58,85,74,15,94,15,88,20,39,24,94,46,60,83
60,1,72,82,40,19,29,54,80,35,16,3,6,59,63
69,86,22,75,35,69,85,14,35,88,11,78,58,94,64
