46,37,28,94,74,86,5,85,92,33,98,97,35,10,74
48,50,96,96,37,97,16,79,32,45,43,75,70,53,95
99,9,50,88,22,92,65,96,39,59,15,25,59,50,44
62,92,97,74,76,39,97,18,50,37,48,10,50,5,19
41,75,1,79,73,96,66,74,98,7,46,3,41,29,14
40,31,98,80,19,71,81,52,5,8,66,5,53,46,7
79,19,5,14,40,26,10,7,16,96,17,79,80,15,67
15,14,70,92,16,10,78,38,47,60,55,83,21,63,50
74,7,84,68,100,70,54,40,49,55,92,55,77,20,23
75,57,72,16,69,64,11,90,70,84,93,59,27,36,33
33,61,55,82,39,6,53,14,96,89,2,11,63,75,77
91,51,48,37,53,13,85,11,34,10,14,58,42,66,76
7,70,94,11,4,80,19,56,12,30,24,87,19,39,41
