33,50,33,21,65,9,73,62,47,89,78,24,95,49,79
79,8,70,63,31,4,98,36,96,6,66,20,47,68,62
95,74,44,9,38,21,5,20,39,76,9,46,97,70,3
64,39,72,83,18,46,56,11,95,51,50,8,64,91,15
99,4,51,17,14,43,59,10,90,88,34,9,92,62,67
71,24,91,99,26,20,76,81,69,53,71,50,55,83,68
97,16,32,25,46,27,22,86,60,24,97,40,19,58,23
15,37,66,69,69,57,16,79,77,87,82,12,75,42,28
73,9,35,45,74,84,13,1,48,13,54,2,2,9,83
62,67,75,59,21,93,4,97,61,21,35,47,15,81,27
78,17,68,40,13,77,32,47,15,4,15,96,91,40,24
24,61,20,27,70,80,15,90,79,52,89,52,72,7,78
96,69,79,29,54,94,30,63,100,33,41,85,81,63,89
