2,83,98,6,13,60,79,37,3,70,18,9,83,59,75
19,78,7,96,7,44,90,24,47,62,46,92,78,47,56
54,5,42,22,46,66,84,50,11,13,3,98,9,87,7
9,52,2,3,69,88,46,75,21,57,47,58,65,2,70
79,1,1,62,96,8,70,92,96,9,34,76,5,72,81
68,22,88,49,37,75,86,83,23,96,68,39,35,28,17
26,74,74,75,81,92,50,70,98,53,74,24,71,45,73
51,100,16,15,64,43,61,36,24,99,37,50,37,9,20
22,94,31,68,93,47,18,15,66,71,82,32,74,18,77
36,9,75,43,24,29,62,80,46,4,98,40,12,83,85
47,10,20,48,85,67,69,33,14,10,62,99,46,20,47
25,63,4,27,74,95,9,91,20,41,55,19,15,98,89
4,24,76,83,18,13,10,47,97,30,80,88,1,68,38
