39,1,62,74,62,89,81,15,83,63,38,54,49,3,20
74,42,24,72,77,91,53,63,8,2,46,55,4,37,63
75,2,75,20,37,99,18,97,25,74,20,96,15,70,65
47,48,91,46,71,24,94,3,26,62,28,1,80,85,77
58,3,45,84,3,11,51,20,29,13,69,24,86,52,100
4,61,33,56,1,39,48,23,85,15,39,87,82,1,92
40,57,48,50,78,10,78,9,66,69,51,23,1,10,43
83,65,85,52,5,56,17,67,37,41,10,90,55,53,69
92,67,19,75,95,88,34,21,30,50,42,74,53,6,16
63,98,97,37,50,64,35,66,59,47,57,20,39,33,31
66,39,89,51,75,40,12,56,54,23,32,85,69,44,61
36,75,74,24,81,62,45,60,56,46,22,52,76,73,37
18,49,76,78,69,58,93,68,75,14,79,7,94,55,27
