19,70,19,29,18,67,6,69,24,41,51,35,78,92,3
55,84,41,4,28,31,90,16,19,5,7,26,43,65,22
7,81,96,63,72,3,31,91,94,30,15,100,60,7,97
84,11,68,79,68,97,25,2,12,53,39,62,15,18,68
66,51,60,15,91,78,16,32,52,97,70,18,23,16,58
17,85,74,73,50,75,46,1,86,11,64,16,45,75,33
47,40,77,72,87,68,44,13,27,31,47,96,81,32,89
54,16,2,42,19,58,8,48,54,52,77,83,76,51,84
94,12,10,33,98,9,62,25,73,99,50,95,33,73,77
27,34,3,58,49,53,73,56,61,62,92,74,25,57,81
4,35,78,55,14,88,28,37,97,74,66,82,7,40,19
92,66,86,18,20,21,60,3,93,36,32,66,38,53,91
61,87,82,51,15,25,10,80,59,50,28,87,71,47,78
