62,97,3,9,78,16,97,45,75,47,37,58,87,9,3
78,9,17,47,97,10,4,9,12,98,70,9,40,46,43
92,2,47,29,25,40,76,75,33,23,71,69,3,66,61
43,54,43,53,39,91,74,20,40,2,19,48,57,33,50
94,62,70,94,33,7,85,85,63,43,50,80,11,85,32
24,68,76,49,1,1,9,1,67,37,47,35,99,4,92
48,82,83,74,21,4,77,84,13,5,17,89,18,25,82
46,52,88,86,32,9,27,88,95,32,78,100,59,44,98
97,35,15,6,96,32,50,15,46,24,4,36,50,83,60
85,72,39,30,47,39,72,90,81,78,25,31,55,7,1
76,92,98,42,43,37,46,8,69,75,28,65,47,3,62
91,71,4,73,69,26,22,100,100,38,39,56,79,75,7
95,96,75,97,93,46,41,74,25,85,64,34,14,69,51
