38,78,35,20,20,10,99,33,94,86,86,22,3,33,47
79,18,75,95,40,44,54,19,2,66,94,81,72,74,88
29,75,96,92,4,96,77,27,60,74,3,96,90,62,19
32,25,86,97,9,18,9,37,5,98,47,6,45,97,69
34,10,47,57,66,28,70,78,3,96,90,39,9,80,78
94,50,17,11,70,33,87,14,31,69,73,55,76,3,35
78,89,65,50,79,62,91,66,19,13,21,46,71,10,50
13,61,41,3,3,7,83,85,48,58,88,63,24,24,58
1,77,52,13,69,94,49,92,70,3,15,82,56,84,1
18,64,43,9,67,51,43,42,77,43,82,50,58,93,53
75,3,68,84,41,55,13,59,18,36,12,41,55,57,16
55,54,46,100,8,46,35,23,75,83,79,10,94,96,76
26,13,54,1,97,69,24,35,74,1,54,30,75,19,33
