69,66,23,67,46,27,47,17,10,98,43,55,99,50,89
90,99,93,24,42,83,33,84,98,38,98,28,13,58,32
73,69,50,85,44,72,92,39,23,70,50,49,95,86,9
55,46,94,95,19,29,61,5,96,22,66,60,22,41,72
79,71,73,46,48,95,19,27,39,19,13,12,68,45,54
41,80,100,48,75,2,60,52,100,15,79,71,76,63,61
68,67,54,22,92,91,7,62,48,97,1,72,94,10,31
74,98,3,23,64,59,4,69,95,42,76,65,92,48,20
87,82,95,40,18,36,21,66,53,60,30,40,42,38,7
72,57,62,66,57,26,54,95,93,99,77,78,72,64,17
96,61,49,75,41,65,28,9,89,5,16,44,87,34,83
28,8,72,49,91,99,75,2,47,45,57,25,25,46,95
75,86,64,81,35,37,10,19,14,56,46,6,51,88,11
