36,43,74,3,3,12,53,14,37,46,3,8,61,42,75
62,32,35,39,20,37,3,89,33,4,65,57,80,3,63
24,18,40,94,7,65,44,24,47,6,40,90,92,7,49
30,96,32,28,86,25,48,2,35,24,66,75,62,9,42
2,7,31,97,55,52,36,15,25,5,79,5,5,70,36
96,5,77,47,34,58,91,95,68,56,70,24,36,15,55
27,41,33,2,54,38,47,86,29,15,55,33,25,75,86
67,15,54,20,15,26,75,47,78,55,96,23,97,33,7
32,66,49,1,59,84,32,50,99,69,73,47,98,19,22
89,98,7,7,76,18,67,74,21,17,37,93,71,27,81
70,94,15,17,13,88,37,10,16,85,24,100,86,83,45
46,72,59,9,62,68,77,68,13,82,62,70,60,2,51
7,25,3,24,9,72,42,62,3,11,13,59,87,72,64
