83,70,98,11,10,81,7,47,5,47,4,28,55,47,53
84,93,11,99,5,9,69,87,41,90,53,2,100,90,27
32,80,26,68,65,75,56,3,50,36,27,25,36,74,21
66,71,1,76,48,31,72,4,71,18,47,81,66,35,85
9,22,86,70,33,4,26,11,25,98,16,3,95,30,60
92,89,57,39,37,71,80,60,17,76,18,73,49,59,79
88,26,31,42,39,46,8,61,9,13,23,84,52,26,38
93,97,67,90,70,62,93,62,3,5,58,65,65,13,25
99,98,19,52,45,29,94,88,38,55,54,13,97,82,76
52,42,14,24,78,53,70,38,28,12,81,98,67,72,20
97,58,68,40,53,100,18,77,63,60,79,36,84,43,75
86,61,77,35,75,89,6,34,92,39,97,51,64,97,84
15,34,59,91,7,44,97,96,32,27,78,18,81,7,91
