55,71,55,28,70,52,27,98,54,5,45,21,48,96,18
3,78,83,24,33,65,40,33,56,98,94,67,58,72,40
39,97,39,59,49,76,81,31,24,37,59,73,17,60,3
75,21,40,26,98,18,64,47,37,53,49,23,3,3,39
17,58,46,94,12,92,87,3,42,23,30,16,32,40,36
77,50,51,85,48,24,11,1,86,74,82,18,22,7,73
9,49,100,15,59,46,23,57,67,86,72,92,1,37,48
85,61,69,96,1,90,1,94,55,79,24,75,67,55,78
74,35,8,95,24,45,19,80,45,68,25,15,34,20,96
72,4,44,76,40,9,86,39,79,91,66,19,63,98,77
67,15,74,5,20,89,8,59,14,2,62,88,37,43,38
45,57,43,77,79,72,29,10,92,50,33,93,87,39,87
2,13,3,69,65,54,4,20,41,99,6,55,74,84,75
