66,63,99,6,47,64,66,98,94,55,90,43,69,77,13
9,67,93,49,7,67,49,37,10,63,59,37,89,88,82
50,19,90,43,77,53,24,36,56,31,53,75,62,84,49
7,4,47,45,99,76,98,30,2,37,24,33,7,71,80
67,36,12,56,42,85,42,83,81,27,50,98,24,13,56
32,90,89,25,54,28,50,34,47,83,28,84,93,74,61
17,51,88,97,46,24,26,31,91,41,84,95,49,96,5
11,100,9,14,58,32,16,52,53,20,100,50,47,69,1
46,81,92,18,75,8,22,73,98,68,98,31,13,42,69
3,13,62,60,71,37,7,87,48,28,43,58,71,65,53
70,80,29,79,36,36,47,35,52,23,92,70,3,17,91
39,77,10,86,52,40,21,51,78,9,61,79,35,57,71
83,79,65,20,63,61,83,38,20,72,91,15,56,35,44
