9,2,7,93,79,81,40,64,50,58,17,74,62,21,63
58,96,44,1,56,85,33,83,73,87,99,47,7,11,74
48,14,46,23,33,68,73,49,80,66,61,57,39,12,4
11,21,94,10,54,60,22,82,13,48,3,76,45,94,15
75,72,37,25,53,97,67,7,92,74,28,17,55,10,96
89,40,80,30,91,4,18,10,7,17,49,16,41,90,6
22,42,47,70,94,74,75,14,42,26,44,4,52,34,97
92,69,95,24,24,88,35,38,70,33,4,24,50,50,98
100,19,62,86,50,78,29,72,36,37,62,38,31,27,89
32,80,17,51,65,92,46,33,54,94,58,92,77,58,19
28,39,61,9,97,65,15,74,48,15,95,84,58,8,33
5,47,14,50,20,49,70,54,96,65,96,48,24,40,59
15,75,96,71,40,70,100,5,47,54,38,43,49,69,73
