62,39,32,70,83,10,94,74,5,31,80,17,75,64,41
55,66,10,93,66,94,51,89,90,86,35,95,76,30,98
78,33,37,54,52,81,40,62,36,7,2,83,73,25,22
73,43,3,32,19,95,85,92,63,8,7,25,45,68,100
20,95,15,55,31,66,10,58,47,47,21,62,55,61,78
40,52,96,91,20,9,57,49,99,44,69,92,34,78,18
27,70,34,87,62,65,42,17,13,84,88,54,72,79,26
96,40,26,24,70,36,54,29,55,13,83,10,94,98,95
32,20,94,13,96,35,18,18,69,97,98,55,92,4,92
45,29,86,66,23,33,66,33,60,14,91,1,56,17,91
41,74,42,36,37,38,39,7,15,36,16,46,79,33,82
50,15,11,47,32,12,62,48,25,3,11,94,6,31,32
91,48,74,50,100,97,67,35,77,59,25,53,100,71,28
