96,19,37,51,91,32,36,69,96,37,94,10,2,97,86
86,23,34,61,74,18,16,99,39,27,13,81,84,17,52
37,52,29,73,70,54,99,9,24,2,32,77,88,49,73
9,4,85,58,18,65,47,22,63,86,91,64,18,38,18
70,80,43,78,14,10,41,48,89,94,60,44,82,6,77
64,59,67,48,66,69,30,47,35,100,8,42,85,68,99
4,12,18,67,15,70,42,19,34,95,7,25,47,61,20
3,66,82,90,40,98,55,87,6,79,21,79,92,70,26
53,32,95,100,89,57,5,64,9,1,10,87,57,93,84
74,70,10,76,96,56,10,17,83,24,87,61,81,33,61
7,36,25,31,17,46,62,75,7,28,42,71,14,4,94
1,86,55,6,57,91,12,56,59,80,37,54,50,47,14
76,76,16,80,11,76,92,26,77,43,57,72,24,26,45
