74,96,48,79,5,98,53,74,51,24,69,33,95,35,69
73,50,24,45,100,66,95,65,85,6,4,74,35,94,32
90,2,81,70,67,22,98,44,11,2,40,10,34,95,8
43,52,34,17,98,86,47,16,21,52,21,63,27,49,78
39,37,76,47,96,48,14,11,79,23,2,4,38,68,64
35,1,39,90,20,43,80,3,13,33,56,79,21,26,73
18,72,63,11,89,88,76,52,37,47,91,45,48,33,61
9,70,13,87,52,45,82,41,45,78,59,12,64,91,47
13,98,70,24,86,78,25,28,19,69,98,86,74,25,91
89,59,15,97,75,42,52,60,80,39,36,92,2,55,7
26,35,5,34,93,24,99,20,50,35,64,71,77,30,1
49,30,94,20,57,4,34,4,58,25,79,31,76,15,84
77,79,27,62,46,52,64,62,29,81,87,87,54,83,63
