75,53,86,94,75,11,1,97,79,31,39,79,18,79,24
35,50,37,13,96,35,42,35,69,71,96,15,9,20,87
43,7,32,84,20,49,86,96,44,85,32,54,5,36,96
33,98,58,67,26,70,28,32,75,50,45,77,95,90,35
58,54,72,59,25,46,35,2,92,20,40,10,67,82,54
34,47,35,76,56,8,23,38,50,15,24,88,78,78,25
100,97,8,29,43,9,78,77,20,10,53,97,24,27,63
77,80,92,97,52,22,24,70,19,54,10,65,86,70,70
11,59,83,61,16,24,97,61,98,51,74,4,81,67,99
39,86,21,20,9,86,7,66,48,79,54,60,20,59,33
12,92,4,68,17,73,6,75,32,41,88,3,30,24,62
64,61,29,88,86,97,58,12,15,100,50,61,96,23,57
53,14,6,14,93,59,77,23,47,25,91,35,89,55,20
