80,66,19,10,12,16,3,44,55,24,47,75,46,97,3
85,48,75,25,66,69,80,58,15,78,63,24,51,47,94
65,68,89,79,62,23,53,21,76,94,13,70,80,95,69
93,3,17,98,57,89,60,84,72,81,97,50,33,9,50
17,87,86,43,18,30,49,5,64,11,83,13,40,17,90
75,45,98,22,46,37,75,36,66,18,96,79,4,46,86
24,6,20,85,69,32,50,92,3,5,3,19,75,69,92
18,62,46,11,88,7,55,55,19,46,34,77,18,10,26
69,14,47,56,1,40,92,29,67,10,15,46,38,100,31
98,97,50,27,20,39,66,8,97,14,9,11,91,40,79
29,90,52,47,24,74,99,54,86,15,46,9,6,28,41
32,73,48,82,19,18,94,59,9,35,80,93,47,65,42
40,98,30,69,2,71,5,3,68,92,69,86,86,61,13
