79,36,74,97,44,28,36,74,60,97,54,62,83,52,39
1,85,57,24,15,96,11,79,94,36,39,26,24,5,70
86,66,81,39,89,58,48,2,21,43,91,49,50,9,67
94,17,19,9,46,41,68,10,92,98,24,47,47,37,68
98,62,15,96,42,50,93,51,12,3,3,96,29,55,5
62,97,9,53,61,24,75,18,4,76,15,70,86,78,17
38,46,92,34,72,73,18,92,87,83,86,46,4,79,100
100,68,51,4,66,99,40,13,32,59,20,86,82,15,18
22,76,48,65,39,43,47,77,2,5,30,68,27,83,3
3,94,70,73,4,6,20,17,50,56,31,71,81,64,83
90,81,43,70,48,45,9,97,79,48,36,16,25,3,43
40,2,32,3,35,48,96,47,80,40,62,69,84,33,73
81,75,20,75,96,98,14,23,63,2,95,8,88,40,7
