9,45,46,1,5,10,45,9,17,24
32,31,27,15,2,9,44,18,20,18
15,7,37,38,17,41,14,34,28,7
5,36,17,22,15,39,12,41,12,49
1,21,43,19,34,7,3,7,3,45
7,30,7,34,47,38,35,50,38,12
33,34,45,18,48,3,43,10,22,40
43,12,22,3,9,5,30,38,43,16
12,39,15,8,10,29,6,13,25,41
42,1,4,5,38,11,17,23,44,26
