20,20,34,34,21,38,32,38,30,6
37,45,1,39,7,15,49,43,37,1
19,44,49,21,17,39,13,41,20,8
1,17,38,23,22,24,5,50,9,29
7,15,4,7,18,7,15,37,25,47
15,36,15,37,48,9,16,42,23,12
39,26,14,31,46,40,38,15,21,32
43,47,27,1,9,34,39,21,10,2
49,28,7,35,39,49,7,1,18,49
47,33,9,32,43,3,17,11,32,18
