3,8,7,18,22,50,41,30,23,45
5,3,10,47,3,17,49,23,34,27
19,44,48,25,41,16,34,50,29,39
42,4,41,45,17,38,19,44,44,37
11,9,15,43,32,35,10,32,12,46
39,5,43,42,35,19,46,7,14,35
20,31,36,1,5,3,21,45,47,24
32,34,28,49,23,47,6,40,7,17
21,36,26,34,45,49,5,29,42,41
23,21,27,7,33,2,13,47,46,47
