38,1,12,42,3,9,10,9,4,19
24,15,11,28,41,5,49,38,27,21
21,42,9,11,38,46,45,37,16,36
36,22,50,46,37,44,44,2,46,5
9,7,28,1,44,30,47,33,38,37
6,23,46,25,12,42,26,31,12,34
41,8,21,12,18,40,6,5,47,23
47,29,7,20,5,39,8,47,9,33
1,35,33,48,13,7,15,32,35,43
37,12,20,14,35,47,29,44,24,17
