50,37,41,8,21,19,12,6,3,17
3,24,47,18,29,35,24,10,50,43
38,10,10,22,37,38,11,45,20,12
33,42,45,43,40,37,1,27,14,32
45,34,48,41,41,23,46,4,30,38
24,50,12,39,36,7,7,49,31,42
23,7,24,9,39,42,50,5,38,10
37,45,23,15,47,16,25,43,,26
,15,37,17,18,2,41,44,,47
,,38,,,28,,38,,13
