35,37,3,18,28,26,47,47,47,11
9,42,10,30,16,34,44,17,39,1
4,47,14,23,17,46,8,49,41,31
17,7,18,21,40,38,6,43,43,9
49,17,27,6,18,2,24,24,12,12
,15,45,,36,19,20,13,9,32
,25,5,,,22,,,33,50
,29,,,,14,,,2,
,,,,,48,,,,
,,,,,12,,,,
