18,45,43,31,18,24,27,38,41,16
22,40,48,5,24,49,16,31,26,17
7,6,2,13,32,41,18,14,2,43
23,37,37,23,11,28,47,9,42,24
20,30,44,1,19,47,10,20,46,28
37,41,15,37,3,23,20,32,50,37
1,8,1,39,35,15,44,4,10,33
41,12,49,38,,39,25,29,38,38
3,2,45,,,,23,37,20,20
,34,36,,,,,1,21,12
