42,24,21,1,42,3,26,12,15,5
37,21,36,15,41,29,18,19,6,34
40,44,35,44,35,8,21,44,9,38
45,48,43,49,27,16,40,14,45,2
48,31,5,20,15,50,23,4,11,25
41,35,,39,30,17,13,,,28
,47,,,,46,,,,
,10,,,,5,,,,
,37,,,,,,,,
,22,,,,,,,,
