1,49,41,45,5,17,13,38,40,34
13,39,8,47,23,43,42,28,41,36
34,21,12,44,2,41,43,20,43,1
39,29,6,12,26,14,12,22,37,15
12,50,30,41,17,12,48,9,20,17
44,25,31,27,4,,27,46,45,43
46,24,35,16,32,,3,17,38,12
17,12,38,17,10,,38,4,25,18
31,45,7,19,,,,21,39,22
6,41,33,50,,,,,11,49
,43,,,,,,,,45
