47,49,40,45,10,41,38,39,7,9
26,26,32,27,11,3,15,12,32,26
12,35,37,48,1,24,50,36,22,14
19,41,22,14,8,13,41,30,5,25
34,45,4,33,5,18,2,14,19,29
,,16,,28,12,46,,,31
,,,,,,42,,,7
,,,,,,,,,44
,,,,,,,,,21
,,,,,,,,,6
