7,2,29,11,5,18,38,43,12,20
48,30,24,49,16,1,35,33,19,39
46,15,13,28,38,27,41,40,32,46
9,17,4,47,26,5,45,44,22,23
49,8,10,31,34,46,7,3,14,21
,,42,,36,42,37,38,,44
,,,,,,6,27,,14
,,,,,,50,35,,38
,,,,,,25,,,
