17,31,42,8,11,16,20,3,35,30
28,48,12,29,45,24,37,19,28,41
40,35,43,25,33,5,24,39,7,28
14,16,35,34,38,46,28,26,9,46
18,50,36,15,10,17,49,6,5,32
,21,,,47,42,,2,27,4
,44,,,,12,,22,,23
